ItemNb,Condition,Sound1,DurationSound1,Sound2,DurationSound2,Sound3,DurationSound3,ExpectedKey,Condition2,trials_task3.thisRepN,trials_task3.thisTrialN,trials_task3.thisN,trials_task3.thisIndex,trials_task1.thisRepN,trials_task1.thisTrialN,trials_task1.thisN,trials_task1.thisIndex,thisRow.t,notes,Welcome.started,textWelcomeMessage.started,keyWelcome.started,Welcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.duration,Welcome_2.started,textWelcome2.started,key_resp_5.started,Welcome_2.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,Welcome_3.started,textWelcome3.started,key_resp_6.started,Welcome_3.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,blank.started,blank1.started,blank1.stopped,blank.stopped,volume_explanation.started,text_volume.started,key_resp_8.started,volume_explanation.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,volume.started,text_2.started,key_resp_7.started,sound_testvolume.started,volume.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,explanation.started,text.started,key_info_oddity.started,explanation.stopped,key_info_oddity.keys,key_info_oddity.rt,key_info_oddity.duration,task3.started,key_replay3.started,text_recording1_3.started,sound1_3.started,key_resp_question3.started,text_recording1_3.stopped,sound1_3.stopped,text_questiontask3.started,task3.stopped,key_resp_question3.keys,key_resp_question3.rt,key_resp_question3.duration,key_replay3.keys,explanation_3.started,text_4.started,key_resp_3.started,explanation_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,explanation_1.started,text_explanation_1.started,key_resp.started,explanation_1.stopped,key_resp.keys,key_resp.rt,key_resp.duration,task1.started,key_replay1.started,text_recording1.started,sound1.started,text_recording1.stopped,sound1.stopped,text_recording2.started,sound2.started,text_recording2.stopped,sound2.stopped,text_recording3.started,sound3.started,text_recording3.stopped,sound3.stopped,key_resp_question1.started,text_question1.started,task1.stopped,key_resp_question1.keys,key_resp_question1.rt,key_resp_question1.duration,key_replay1.keys,key_replay1.rt,key_replay1.duration,replay_count,Bye.started,text_6.started,Bye.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,0.010834199958480895,0.031037100008688867,0.031037100008688867,9.648983599967323,space,9.609392500016838,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ranjit,001,2024-02-04_20h58.05.407,M2_experiment1,2023.2.3,60.13164016699125,2024-02-04 20h58.20.310221 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,9.649022799916565,9.664400500012562,9.664400500012562,13.947416399954818,space,4.270385800045915,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ranjit,001,2024-02-04_20h58.05.407,M2_experiment1,2023.2.3,60.13164016699125,2024-02-04 20h58.20.310221 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.947454300010577,13.963841299992055,13.963841299992055,40.955084599903785,space,26.984616299974732,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ranjit,001,2024-02-04_20h58.05.407,M2_experiment1,2023.2.3,60.13164016699125,2024-02-04 20h58.20.310221 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.955123299965635,40.97040779993404,41.970709599903785,41.95469159993809,41.95471159997396,41.970709599903785,41.970709599903785,55.901503299945034,space,13.91889309999533,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ranjit,001,2024-02-04_20h58.05.407,M2_experiment1,2023.2.3,60.13164016699125,2024-02-04 20h58.20.310221 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.90154349990189,55.927867099992,56.91569980001077,56.91567559991963,67.77979760000017,space,10.853493400034495,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ranjit,001,2024-02-04_20h58.05.407,M2_experiment1,2023.2.3,60.13164016699125,2024-02-04 20h58.20.310221 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.80332299997099,67.81569759990089,67.81569759990089,94.52074860001449,space,26.69237350008916,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ranjit,001,2024-02-04_20h58.05.407,M2_experiment1,2023.2.3,60.13164016699125,2024-02-04 20h58.20.310221 +0100,
50,NotModifiedSH,resources/new_sounds_not_modified/M3dish.wav,0.409302075267592,None,None,None,None,e,M,0,0,0,26,,,,,94.56618309998885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.55364850000478,94.56618309998885,95.03614749992266,0.515463300049305,95.43600869993679,95.45278749999125,0.9320971999550238,95.93651249993127,99.40279009996448,e,3.951253700070083,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ranjit,001,2024-02-04_20h58.05.407,M2_experiment1,2023.2.3,60.13164016699125,2024-02-04 20h58.20.310221 +0100,
40,ModifiedSH,resources/new_sounds_2/F5fresher.wav,0.567437641723356,None,None,None,None,r,F,0,1,1,16,,,,,99.41855469997972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.40392239997163,99.41855469997972,99.91782779991627,0.5142771999817342,100.48791499994695,100.48791499994695,,100.98400229995605,103.18498579994775,r,2.6948461999418214,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ranjit,001,2024-02-04_20h58.05.407,M2_experiment1,2023.2.3,60.13164016699125,2024-02-04 20h58.20.310221 +0100,
25,ModifiedSH,resources/new_sounds_2/F1swoosh.wav,0.770486715748874,None,None,None,None,r,F,0,2,2,1,,,,,103.20070079993457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.18578309996519,103.20070079993457,103.69992269994691,0.5145230999914929,104.46680369996466,104.48300199990626,,104.96618340001442,106.3672927999869,r,1.8987790999235585,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ranjit,001,2024-02-04_20h58.05.407,M2_experiment1,2023.2.3,60.13164016699125,2024-02-04 20h58.20.310221 +0100,
29,NotModifiedT,resources/new_sounds_2/M4getting.wav,0.612123590008089,None,None,None,None,e,M,0,3,3,5,,,,,106.38291219994426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.36805369996,106.38291219994426,106.88219969999045,0.514515099930577,107.48189920000732,107.49863990000449,1.1309509999118745,107.98200540000107,110.21602529997472,r,2.7228044999064878,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ranjit,001,2024-02-04_20h58.05.407,M2_experiment1,2023.2.3,60.13164016699125,2024-02-04 20h58.20.310221 +0100,
